,price,ranks,title,no_of_reviews,ratings,author,cover_type,year,genre
0,12.49,1.0,The Lost Symbol,16118.0,4.4,Dan Brown,Hardcover,2009,Fiction
1,13.4,2.0,The Shack: Where Tragedy Confronts Eternity,23392.0,4.7,William P. Young,Paperback,2009,Fiction
2,9.93,3.0,Liberty and Tyranny: A Conservative Manifesto,5036.0,4.8,Mark R. Levin,Hardcover,2009,Non Fiction
3,14.3,4.0,"Breaking Dawn (The Twilight Saga, Book 4)",16912.0,4.7,Stephenie Meyer,Hardcover,2009,Fiction
4,9.99,5.0,Going Rogue: An American Life,1572.0,4.6,Sarah Palin,Hardcover,2009,Non Fiction
5,18.29,6.0,StrengthsFinder 2.0,7082.0,4.1,Gallup,Hardcover,2009,Non Fiction
6,12.66,7.0,The Help,18068.0,4.8,Kathryn Stockett,Hardcover,2009,Fiction
7,17.56,8.0,New Moon (The Twilight Saga),12329.0,4.7,Stephenie Meyer,Paperback,2009,Fiction
8,58.9,9.0,The Twilight Saga Collection,6100.0,4.7,Stephenie Meyer,Hardcover,2009,Fiction
9,16.04,10.0,Outliers: The Story of Success,22209.0,4.7,Malcolm Gladwell,Hardcover,2009,Non Fiction
10,19.62,11.0,Eclipse (Twilight),12771.0,4.7,Stephenie Meyer,Hardcover,2009,Fiction
11,15.49,12.0,"Twilight (The Twilight Saga, Book 1)",22103.0,4.7,Stephenie Meyer,Paperback,2009,Fiction
12,5.91,13.0,"Glenn Beck's Common Sense: The Case Against an Out-of-Control Government, Inspired by Thomas Paine",1421.0,4.6,Glenn Beck,Paperback,2009,Non Fiction
13,11.49,14.0,Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time,3497.0,4.4,Greg Mortenson,Paperback,2009,Non Fiction
14,11.78,15.0,The Love Dare,3298.0,4.8,Stephen Kendrick,Paperback,2009,Non Fiction
15,20.45,16.0,"Act Like a Lady, Think Like a Man: What Men Really Think About Love, Relationships, Intimacy, and Commitment",7043.0,4.6,Steve Harvey,Hardcover,2009,Non Fiction
16,11.6,17.0,"Dog Days (Diary of a Wimpy Kid, Book 4) (Volume 4)",7979.0,4.7,Jeff Kinney,Hardcover,2009,Fiction
17,31.61,18.0,Under the Dome: A Novel,9110.0,4.4,Stephen King,Hardcover,2009,Fiction
18,10.42,19.0,The Guernsey Literary and Potato Peel Pie Society,14884.0,4.7,Mary Ann Shaffer,Paperback,2009,Fiction
19,10.76,20.0,Eat This Not That! Supermarket Survival Guide: The No-Diet Weight Loss Solution,929.0,4.5,David Zinczenko,Paperback,2009,Non Fiction
20,10.5,21.0,Arguing with Idiots: How to Stop Small Minds and Big Government,895.0,4.6,Glenn Beck,Hardcover,2009,Non Fiction
21,28.49,22.0,"Mastering the Art of French Cooking, Volume I: 50th Anniversary Edition: A Cookbook",7568.0,4.8,Julia Child,Hardcover,2009,Non Fiction
22,82.15,23.0,Sookie Stackhouse,995.0,4.7,Charlaine Harris,Mass Market Paperback,2009,Fiction
23,9.99,24.0,The Time Traveler's Wife,6592.0,4.5,Audrey Niffenegger,Paperback,2009,Fiction
24,24.29,25.0,"Publication Manual of the American Psychological Association, 6th Edition",12674.0,4.5,American Psychological Association,Paperback,2009,Non Fiction
25,13.98,26.0,True Compass: A Memoir,509.0,4.5,Edward M. Kennedy,Hardcover,2009,Non Fiction
26,9.49,27.0,The Girl with the Dragon Tattoo (Millennium Series),15466.0,4.5,Stieg Larsson,Paperback,2009,Fiction
27,16.6,28.0,The 5000 Year Leap,2565.0,4.8,W. Cleon Skousen,Paperback,2009,Non Fiction
28,16.5,29.0,Good to Great: Why Some Companies Make the Leap and Others Don't,5803.0,4.5,Jim Collins,Hardcover,2009,Non Fiction
29,23.9,30.0,Eclipse (Twilight Sagas),12771.0,4.7,Stephenie Meyer,Paperback,2009,Fiction
30,13.2,31.0,Where the Wild Things Are,32044.0,4.9,Maurice Sendak,Hardcover,2009,Fiction
31,20.72,32.0,"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition",6262.0,4.6,Patrick Lencioni,Hardcover,2009,Non Fiction
32,8.77,33.0,Olive Kitteridge,11519.0,4.3,Elizabeth Strout,Paperback,2009,Fiction
33,11.74,34.0,Dead And Gone: A Sookie Stackhouse Novel (Sookie Stackhouse/True Blood),2790.0,4.7,Charlaine Harris,Hardcover,2009,Fiction
34,14.97,35.0,"Eat This, Not That! Thousands of Simple Food Swaps that Can Save You 10, 20, 30 Pounds--or More!",1158.0,4.3,David Zinczenko,Paperback,2009,Non Fiction
35,17.54,36.0,"Super Freakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance",2373.0,4.6,Steven D. Levitt,Hardcover,2009,Non Fiction
36,12.99,37.0,The Tipping Point: How Little Things Can Make a Big Difference,5732.0,4.4,Malcolm Gladwell,Paperback,2009,Non Fiction
37,16.48,38.0,Crazy Love: Overwhelmed by a Relentless God,1920.0,4.7,Francis Chan,Paperback,2009,Non Fiction
38,10.44,39.0,"The Last Olympian (Percy Jackson and the Olympians, Book 5)",14955.0,4.8,Rick Riordan,Hardcover,2009,Fiction
39,9.09,40.0,The Elegance of the Hedgehog,3486.0,4.2,Muriel Barbery,Paperback,2009,Fiction
40,9.8,41.0,"I, Alex Cross",3242.0,4.6,James Patterson,Hardcover,2009,Fiction
41,22.8,42.0,The Girl Who Played with Fire (Millennium),10693.0,4.7,Stieg Larsson,Hardcover,2009,Fiction
42,14.95,43.0,The Last Lecture,5899.0,4.7,Randy Pausch,Hardcover,2009,Non Fiction
43,14.72,44.0,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,886.0,4.6,Gary Chapman,Paperback,2009,Non Fiction
44,33.99,45.0,Watchmen,7746.0,4.8,Alan Moore,Paperback,2009,Fiction
45,19.99,46.0,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,1676.0,4.6,Stephen R. Covey,Paperback,2009,Non Fiction
46,25.0,47.0,The Book of Basketball: The NBA According to The Sports Guy,1387.0,4.7,Bill Simmons,Hardcover,2009,Non Fiction
47,16.0,48.0,"Divine Soul Mind Body Healing and Transmission System: The Divine Way to Heal You, Humanity, Mother Earth, and All Universes",60.0,4.6,Zhi Gang Sha,Hardcover,2009,Non Fiction
48,21.98,51.0,Diary of a Wimpy Kid Do-it-yourself Book,9371.0,4.8,Jeff Kinney,Hardcover,2009,Fiction
49,15.71,52.0,Open: An Autobiography,8639.0,4.7,Andre Agassi,Hardcover,2009,Non Fiction
50,9.78,53.0,Pride and Prejudice and Zombies,2047.0,4.3,Jane Austen,Paperback,2009,Fiction
51,10.95,54.0,Cook Yourself Thin: Skinny Meals You Can Make in Minutes,888.0,4.3,"Lifetime Television,",Paperback,2009,Non Fiction
52,9.54,55.0,Hungry Girl: 200 Under 200: 200 Recipes Under 200 Calories,901.0,4.4,Lisa Lillien,Paperback,2009,Non Fiction
53,18.49,56.0,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",11833.0,4.7,Christopher McDougall,Hardcover,2009,Non Fiction
54,7.96,57.0,A Bold Fresh Piece of Humanity,764.0,4.7,Bill O'Reilly,Hardcover,2009,Non Fiction
55,14.52,58.0,The Pioneer Woman Cooks: Recipes from an Accidental Country Girl,5477.0,4.8,Ree Drummond,Hardcover,2009,Non Fiction
56,6.99,59.0,The Book Thief,34536.0,4.7,Markus Zusak,Paperback,2009,Fiction
57,15.85,60.0,South of Broad,2484.0,4.5,Pat Conroy,Hardcover,2009,Fiction
58,10.33,61.0,The Omnivore's Dilemma: A Natural History of Four Meals,3678.0,4.6,Michael Pollan,Paperback,2009,Non Fiction
59,20.58,62.0,The Host,9715.0,4.6,Stephenie Meyer,Hardcover,2009,Fiction
60,9.79,63.0,Master Your Metabolism: The 3 Diet Secrets to Naturally Balancing Your Hormones for a Hot and Healthy Body!,929.0,4.3,Jillian Michaels,Hardcover,2009,Non Fiction
61,11.3,64.0,Ford County: Stories,4306.0,4.4,John Grisham,Hardcover,2009,Fiction
62,9.06,65.0,"Culture of Corruption: Obama and His Team of Tax Cheats, Crooks, and Cronies",1094.0,4.6,Michelle Malkin,Hardcover,2009,Non Fiction
63,11.04,66.0,Blink: The Power of Thinking Without Thinking,8638.0,4.5,Malcolm Gladwell,Paperback,2009,Non Fiction
64,16.97,67.0,"Diary of a Wimpy Kid, Book 1",16590.0,4.8,Jeff Kinney,Hardcover,2009,Fiction
65,15.2,68.0,The Graveyard Book,7133.0,4.7,Neil Gaiman,Hardcover,2009,Fiction
66,28.99,69.0,An Echo in the Bone (Outlander),16893.0,4.8,Diana Gabaldon,Hardcover,2009,Fiction
67,19.81,70.0,"The Gathering Storm (Wheel of Time, Book 12)",6337.0,4.8,Robert Jordan,Hardcover,2009,Fiction
68,16.99,71.0,Dreams from My Father: A Story of Race and Inheritance,7581.0,4.7,Barack Obama,Paperback,2009,Non Fiction
69,14.49,72.0,Pirate Latitudes: A Novel,2837.0,4.3,Michael Crichton,Hardcover,2009,Fiction
70,6.21,73.0,The Official SAT Study Guide: For the New SAT (tm),267.0,4.5,The College Board,Paperback,2009,Non Fiction
71,24.95,74.0,Getting Things Done: The Art of Stress-Free Productivity,4736.0,4.6,David Allen,Paperback,2009,Non Fiction
72,10.5,75.0,How to Win Friends & Influence People,79094.0,4.7,Dale Carnegie,Paperback,2009,Non Fiction
73,41.0,76.0,The Official SAT Study Guide,1526.0,4.4,The College Board,Paperback,2009,Non Fiction
74,14.01,77.0,Finger Lickin' Fifteen (A Stephanie Plum Novel) (Stephanie Plum Novels),3294.0,4.6,Janet Evanovich,Hardcover,2009,Fiction
75,10.83,78.0,Sarah's Key,4784.0,4.6,Tatiana de Rosnay,Paperback,2009,Fiction
76,7.99,79.0,From Dead to Worse (Sookie Stackhouse/True Blood),2080.0,4.7,Charlaine Harris,Mass Market Paperback,2009,Fiction
77,34.23,80.0,Wolf Hall,10808.0,4.1,Hilary Mantel,Hardcover,2009,Fiction
78,22.6,81.0,The Hunger Games,42770.0,4.7,Suzanne Collins,Hardcover,2009,Fiction
79,13.2,82.0,The Yankee Years,425.0,4.6,Joe Torre,Hardcover,2009,Non Fiction
80,23.95,83.0,Push: A Novel,1477.0,4.6,Sapphire,Paperback,2009,Fiction
81,14.95,84.0,The End of Overeating: Taking Control of the Insatiable American Appetite,956.0,4.3,David Kessler,Hardcover,2009,Non Fiction
82,11.52,85.0,The Lacuna: A Novel,1787.0,4.3,Barbara Kingsolver,Hardcover,2009,Fiction
83,17.99,86.0,Crucial Conversations: Tools for Talking When Stakes are High,772.0,4.5,Kerry Patterson,Paperback,2009,Non Fiction
84,10.97,87.0,Half the Sky: Turning Oppression into Opportunity for Women Worldwide,2194.0,4.7,Nicholas D. Kristof,Hardcover,2009,Non Fiction
85,11.95,88.0,The Associate,3826.0,4.4,John Grisham,Hardcover,2009,Fiction
86,22.72,89.0,Artisan Bread in Five Minutes a Day: The Discovery That Revolutionizes Home Baking,2189.0,4.7,Jeff Hertzberg,Hardcover,2009,Non Fiction
87,9.99,90.0,Three Cups of Tea: One Man's Journey to Change the World... One Child at a Time (Young Reader's Edition),312.0,4.5,Sarah Thomson,Paperback,2009,Non Fiction
88,9.31,91.0,Pursuit of Honor,3525.0,4.7,Vince Flynn,Hardcover,2009,Fiction
89,23.65,92.0,What the Dog Saw: And Other Adventures,2143.0,4.6,Malcolm Gladwell,Hardcover,2009,Non Fiction
90,13.99,93.0,The Last Song,3597.0,4.7,Nicholas Sparks,Hardcover,2009,Fiction
91,17.99,94.0,Atlas Shrugged,14137.0,4.5,Ayn Rand,Paperback,2009,Fiction
92,10.79,95.0,The White Tiger: A Novel,6013.0,4.3,Aravind Adiga,Paperback,2009,Fiction
93,17.89,96.0,"Now, Discover Your Strengths: The revolutionary Gallup program that shows you how to develop your unique talents and strengths",766.0,3.5,Gallup,Hardcover,2009,Non Fiction
94,16.14,97.0,Same Kind of Different As Me,4841.0,4.7,Ron Hall,Paperback,2009,Fiction
95,12.85,98.0,U is for Undertow: A Kinsey Millhone Novel,2801.0,4.6,Sue Grafton,Hardcover,2009,Fiction
96,9.49,99.0,Catching Fire (The Hunger Games),32459.0,4.7,Suzanne Collins,Hardcover,2009,Fiction
97,11.93,1.0,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy),11051.0,4.7,Stieg Larsson,Hardcover,2010,Fiction
98,9.49,2.0,The Girl with the Dragon Tattoo (Millennium Series),15466.0,4.5,Stieg Larsson,Paperback,2010,Fiction
99,8.96,3.0,Decision Points,2399.0,4.6,George W. Bush,Hardcover,2010,Non Fiction
100,13.78,4.0,The Help,18068.0,4.8,Kathryn Stockett,Hardcover,2010,Fiction
101,11.12,5.0,The Girl Who Played with Fire (Millennium Series),10693.0,4.7,Stieg Larsson,Paperback,2010,Fiction
102,11.71,6.0,"The Ugly Truth (Diary of a Wimpy Kid, Book 5)",10589.0,4.8,Jeff Kinney,Hardcover,2010,Fiction
103,18.29,7.0,StrengthsFinder 2.0,7082.0,4.1,Gallup,Hardcover,2010,Non Fiction
104,9.08,8.0,Mockingjay (The Hunger Games),37034.0,4.6,Suzanne Collins,Hardcover,2010,Fiction
105,13.92,9.0,Women Food and God: An Unexpected Path to Almost Everything,1967.0,4.4,Geneen Roth,Hardcover,2010,Non Fiction
106,24.29,10.0,"Publication Manual of the American Psychological Association, 6th Edition",12674.0,4.5,American Psychological Association,Paperback,2010,Non Fiction
107,22.0,11.0,"Autobiography of Mark Twain, Vol. 1",612.0,4.4,Mark Twain,Hardcover,2010,Non Fiction
108,18.24,12.0,The Big Short: Inside the Doomsday Machine,5893.0,4.7,Michael Lewis,Hardcover,2010,Non Fiction
109,11.57,13.0,Food Rules: An Eater's Manual,2494.0,4.5,Michael Pollan,Paperback,2010,Non Fiction
110,14.54,14.0,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",33629.0,4.8,Laura Hillenbrand,Hardcover,2010,Non Fiction
111,9.03,15.0,"Dead in the Family (Sookie Stackhouse/True Blood, Book 10)",3296.0,4.6,Charlaine Harris,Hardcover,2010,Fiction
112,14.99,16.0,Sh*t My Dad Says,1781.0,4.7,Justin Halpern,Hardcover,2010,Non Fiction
113,16.48,17.0,Crazy Love: Overwhelmed by a Relentless God,1920.0,4.7,Francis Chan,Paperback,2010,Non Fiction
114,10.59,18.0,The Short Second Life of Bree Tanner: An Eclipse Novella (The Twilight Saga),6165.0,4.7,Stephenie Meyer,Hardcover,2010,Fiction
115,13.8,19.0,Life,4699.0,4.6,Keith Richards,Hardcover,2010,Non Fiction
116,12.0,20.0,Cutting for Stone,6790.0,4.6,Abraham Verghese,Paperback,2010,Fiction
117,12.89,21.0,The Daily Show with Jon Stewart Presents Earth (The Book): A Visitor's Guide to the Human Race,576.0,4.5,Jon Stewart,Hardcover,2010,Non Fiction
118,41.0,22.0,The Official SAT Study Guide,1526.0,4.4,The College Board,Paperback,2010,Non Fiction
119,7.92,23.0,"Game Change: Obama and the Clintons, McCain and Palin, and the Race of a Lifetime",1358.0,4.5,John Heilemann,Hardcover,2010,Non Fiction
120,14.19,24.0,The Immortal Life of Henrietta Lacks,16936.0,4.7,Rebecca Skloot,Hardcover,2010,Non Fiction
121,14.53,25.0,"The Lost Hero (Heroes of Olympus, Book 1)",11549.0,4.8,Rick Riordan,Hardcover,2010,Fiction
122,22.99,26.0,Teach Like a Champion: 49 Techniques that Put Students on the Path to College,860.0,4.5,Doug Lemov,Paperback,2010,Non Fiction
123,16.04,27.0,Outliers: The Story of Success,22209.0,4.7,Malcolm Gladwell,Hardcover,2010,Non Fiction
124,9.49,28.0,Catching Fire (The Hunger Games),32459.0,4.7,Suzanne Collins,Hardcover,2010,Fiction
125,20.72,29.0,"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition",6296.0,4.6,Patrick Lencioni,Hardcover,2010,Non Fiction
126,16.5,30.0,Good to Great: Why Some Companies Make the Leap and Others Don't,5803.0,4.5,Jim Collins,Hardcover,2010,Non Fiction
127,11.49,31.0,Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time,3497.0,4.4,Greg Mortenson,Paperback,2010,Non Fiction
128,17.0,32.0,"The Road to Serfdom: Text and Documents--The Definitive Edition (The Collected Works of F. A. Hayek, Volume 2)",2406.0,4.7,F. A. Hayek,Paperback,2010,Non Fiction
129,9.35,33.0,The Confession: A Novel,7914.0,4.4,John Grisham,Hardcover,2010,Fiction
130,16.97,34.0,"Delivering Happiness: A Path to Profits, Passion, and Purpose",3242.0,4.6,Tony Hsieh,Hardcover,2010,Non Fiction
131,44.5,35.0,A Patriot's History of the United States: From Columbus's Great Discovery to the War on Terror,577.0,4.7,Larry Schweikart,Paperback,2010,Non Fiction
132,10.44,36.0,"The Last Olympian (Percy Jackson and the Olympians, Book 5)",14955.0,4.8,Rick Riordan,Hardcover,2010,Fiction
133,16.99,37.0,Switch: How to Change Things When Change Is Hard,3912.0,4.6,Chip Heath,Hardcover,2010,Non Fiction
134,9.8,38.0,The Art of Racing in the Rain: A Novel,16418.0,4.7,Garth Stein,Paperback,2010,Fiction
135,23.99,39.0,The 5 Love Languages: The Secret to Love That Lasts,7012.0,4.7,Gary Chapman,Paperback,2010,Non Fiction
136,9.07,40.0,"Broke: The Plan to Restore Our Trust, Truth and Treasure",531.0,4.5,Glenn Beck,Hardcover,2010,Non Fiction
137,10.61,41.0,"The Red Pyramid (The Kane Chronicles, Book 1)",5025.0,4.7,Rick Riordan,Hardcover,2010,Fiction
138,18.9,42.0,Percy Jackson and the Olympians Paperback Boxed Set (Books 1-3),1223.0,4.8,Rick Riordan,Paperback,2010,Fiction
139,10.2,43.0,Little Bee: A Novel,1902.0,4.2,Chris Cleave,Paperback,2010,Fiction
140,15.79,44.0,"Barefoot Contessa, How Easy Is That?: Fabulous Recipes & Easy Tips",1371.0,4.8,Ina Garten,Hardcover,2010,Non Fiction
141,29.22,45.0,George Washington's Sacred Fire,612.0,4.6,Peter A. Lillback,Paperback,2010,Non Fiction
142,9.21,46.0,Radical: Taking Back Your Faith from the American Dream,2727.0,4.7,David Platt,Paperback,2010,Non Fiction
143,21.49,47.0,"Towers of Midnight (Wheel of Time, Book Thirteen)",7325.0,4.8,Robert Jordan,Hardcover,2010,Fiction
144,10.83,48.0,Sarah's Key,4784.0,4.6,Tatiana de Rosnay,Paperback,2010,Fiction
145,22.6,49.0,The Hunger Games,42770.0,4.7,Suzanne Collins,Hardcover,2010,Fiction
146,19.99,51.0,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,1676.0,4.6,Stephen R. Covey,Paperback,2010,Non Fiction
147,12.0,52.0,Cleopatra: A Life,1586.0,4.2,Stacy Schiff,Hardcover,2010,Non Fiction
148,12.23,53.0,Freedom: A Novel,2718.0,4.0,Jonathan Franzen,Hardcover,2010,Fiction
149,17.48,54.0,Freedom,2718.0,4.0,Jonathan Franzen,Hardcover,2010,Fiction
150,18.49,55.0,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",11833.0,4.7,Christopher McDougall,Hardcover,2010,Non Fiction
151,16.98,56.0,Fall of Giants (The Century Trilogy),18702.0,4.5,Ken Follett,Hardcover,2010,Fiction
152,9.49,57.0,"Eat, Pray, Love: One Woman's Search for Everything Across Italy, India and Indonesia",8494.0,4.4,Elizabeth Gilbert,Paperback,2010,Non Fiction
153,9.27,58.0,"Eat Pray Love: One Woman's Search for Everything Across Italy, India and Indonesia",8494.0,4.4,Elizabeth Gilbert,Paperback,2010,Non Fiction
154,27.57,59.0,Tao I: The Way of All Life,88.0,4.3,Zhi Gang Sha Dr.,Hardcover,2010,Non Fiction
155,9.65,60.0,Chelsea Chelsea Bang Bang,1045.0,4.4,Chelsea Handler,Hardcover,2010,Non Fiction
156,8.58,61.0,Let the Great World Spin: A Novel,1778.0,4.3,Colum McCann,Paperback,2010,Fiction
157,14.52,62.0,The Pioneer Woman Cooks: Recipes from an Accidental Country Girl,5477.0,4.8,Ree Drummond,Hardcover,2010,Non Fiction
158,12.99,63.0,The Tipping Point: How Little Things Can Make a Big Difference,5732.0,4.4,Malcolm Gladwell,Paperback,2010,Non Fiction
159,10.33,64.0,The Omnivore's Dilemma: A Natural History of Four Meals,3678.0,4.6,Michael Pollan,Paperback,2010,Non Fiction
160,35.3,65.0,The Belly Fat Cure: Discover the New Carb Swap Systemâ„¢ and Lose 4 to 9 lbs. Every Week,1071.0,4.1,Jorge Cruise,Spiral-bound,2010,Non Fiction
161,7.99,66.0,"The Battle of the Labyrinth (Percy Jackson and the Olympians, Book 4)",13936.0,4.8,Rick Riordan,Paperback,2010,Fiction
162,13.39,67.0,"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich",18929.0,4.5,Timothy Ferriss,Hardcover,2010,Non Fiction
163,19.59,68.0,"Full Dark, No Stars",3418.0,4.6,Stephen King,Hardcover,2010,Fiction
164,11.37,69.0,Sizzling Sixteen (Stephanie Plum Novels),3421.0,4.6,Janet Evanovich,Hardcover,2010,Fiction
165,15.99,70.0,The Grand Design,2790.0,4.5,Stephen Hawking,Hardcover,2010,Fiction
166,15.0,71.0,The Overton Window,1311.0,4.6,Glenn Beck,Hardcover,2010,Fiction
167,7.53,72.0,"Jesus Calling, Padded Hardcover, with Scripture references",31196.0,4.9,Sarah Young,Hardcover,2010,Non Fiction
168,12.6,73.0,Spoken from the Heart,668.0,4.6,Laura Bush,Hardcover,2010,Non Fiction
169,21.98,74.0,Diary of a Wimpy Kid Do-it-yourself Book,9371.0,4.8,Jeff Kinney,Hardcover,2010,Fiction
170,15.5,75.0,The Book of Awakening: Having the Life You Want by Being Present to the Life You Have,3959.0,4.7,Mark Nepo,Paperback,2010,Non Fiction
171,28.49,76.0,"Mastering the Art of French Cooking, Volume I: 50th Anniversary Edition: A Cookbook",7568.0,4.8,Julia Child,Hardcover,2010,Non Fiction
172,14.77,77.0,Safe Haven,10931.0,4.7,Nicholas Sparks,Hardcover,2010,Fiction
173,14.3,78.0,"Change Your Brain, Change Your Body: Use Your Brain to Get and Keep the Body You Have Always Wanted",853.0,4.5,Daniel G. Amen,Hardcover,2010,Non Fiction
174,18.93,79.0,"The Kind Diet: A Simple Guide to Feeling Great, Losing Weight, and Saving the Planet",1572.0,4.5,Alicia Silverstone,Hardcover,2010,Non Fiction
175,44.99,80.0,Decoded,1514.0,4.7,Jay-Z,Hardcover,2010,Non Fiction
176,12.06,81.0,The Glass Castle: A Memoir (book),19006.0,4.6,Jeannette Walls,Paperback,2010,Non Fiction
177,13.4,82.0,The Shack: Where Tragedy Confronts Eternity,23392.0,4.7,William P. Young,Paperback,2010,Fiction
178,14.3,83.0,"Breaking Dawn (The Twilight Saga, Book 4)",16912.0,4.7,Stephenie Meyer,Hardcover,2010,Fiction
179,23.23,84.0,Sookie Stackhouse 8-copy Boxed Set (Sookie Stackhouse / Southern Vampire),1234.0,4.7,Charlaine Harris,Mass Market Paperback,2010,Fiction
180,10.42,85.0,The Guernsey Literary and Potato Peel Pie Society,14884.0,4.7,Mary Ann Shaffer,Paperback,2010,Fiction
181,13.49,86.0,Hotel on the Corner of Bitter and Sweet,6239.0,4.6,Jamie Ford,Paperback,2010,Fiction
182,15.96,87.0,"The 4 Hour Body: An Uncommon Guide to Rapid Fat Loss, Incredible Sex and Becoming Superhuman",6580.0,4.4,Timothy Ferriss,Hardcover,2010,Non Fiction
183,17.99,88.0,Crucial Conversations: Tools for Talking When Stakes are High,772.0,4.5,Kerry Patterson,Paperback,2010,Non Fiction
184,11.25,89.0,"Happy Ever After (Bride Quartet, Book 4)",2206.0,4.7,Nora Roberts,Paperback,2010,Fiction
185,24.33,90.0,A Guide to the Project Management Body of Knowledge,726.0,4.4,Project Management Institute,Paperback,2010,Non Fiction
186,6.99,91.0,The Book Thief,34536.0,4.7,Markus Zusak,Paperback,2010,Fiction
187,13.49,92.0,The Catcher in the Rye,30925.0,4.5,J. D. Salinger,Paperback,2010,Fiction
188,24.0,93.0,"The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet, Weight Loss, And Long-term Health",5331.0,4.7,Thomas Campbell,Paperback,2010,Non Fiction
189,18.47,94.0,American Assassin: A Thriller (A Mitch Rapp Novel),8352.0,4.6,Vince Flynn,Hardcover,2010,Fiction
190,13.99,95.0,Rework,5996.0,4.5,Jason Fried,Hardcover,2010,Non Fiction
191,10.98,96.0,In Defense of Food: An Eater's Manifesto,2701.0,4.6,Michael Pollan,Paperback,2010,Non Fiction
192,12.92,97.0,Squirrel Seeks Chipmunk: A Modest Bestiary,935.0,4.1,David Sedaris,Hardcover,2010,Fiction
193,16.13,98.0,Who Moved My Cheese,16756.0,4.6,Spencer Johnson,Hardcover,2010,Fiction
194,17.33,1.0,Steve Jobs,12780.0,4.7,Walter Isaacson,Hardcover,2011,Non Fiction
195,10.24,2.0,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,17368.0,4.7,Todd Burpo,Paperback,2011,Non Fiction
196,10.99,3.0,"Cabin Fever (Diary of a Wimpy Kid, Book 6)",11127.0,4.8,Jeff Kinney,Hardcover,2011,Fiction
197,18.29,4.0,StrengthsFinder 2.0,7082.0,4.1,Gallup,Hardcover,2011,Non Fiction
198,11.69,5.0,The Hunger Games (Book 1),42770.0,4.7,Suzanne Collins,Paperback,2011,Fiction
199,14.54,6.0,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",33629.0,4.8,Laura Hillenbrand,Hardcover,2011,Non Fiction
200,15.0,7.0,Inheritance: Book IV (Inheritance Cycle),9010.0,4.7,Christopher Paolini,Hardcover,2011,Fiction
201,14.35,8.0,Go the F**k to Sleep,20243.0,4.8,Adam Mansbach,Hardcover,2011,Fiction
202,9.08,9.0,Mockingjay (The Hunger Games),37034.0,4.6,Suzanne Collins,Hardcover,2011,Fiction
203,54.98,10.0,Game of Thrones Boxed Set: A Game of Thrones/A Clash of Kings/A Storm of Swords/A Feast for Crows,6354.0,4.6,George R.R. Martin,Mass Market Paperback,2011,Fiction
204,9.49,11.0,Catching Fire (The Hunger Games),32459.0,4.7,Suzanne Collins,Hardcover,2011,Fiction
205,16.97,12.0,The 17 Day Diet: A Doctor's Plan Designed for Rapid Results,3104.0,4.3,Mike Moreno,Hardcover,2011,Non Fiction
206,24.31,13.0,A Dance with Dragons (A Song of Ice and Fire),17252.0,4.5,George R. R. Martin,Hardcover,2011,Fiction
207,9.99,14.0,"The Son of Neptune (Heroes of Olympus, Book 2)",11657.0,4.8,Rick Riordan,Hardcover,2011,Fiction
208,9.99,15.0,Killing Lincoln: The Shocking Assassination that Changed America Forever (Bill O'Reilly's Killing Series),10849.0,4.7,Bill O'Reilly,Hardcover,2011,Non Fiction
209,24.29,16.0,"Publication Manual of the American Psychological Association, 6th Edition",12674.0,4.5,American Psychological Association,Paperback,2011,Non Fiction
210,9.98,17.0,The Help,18068.0,4.8,Kathryn Stockett,Paperback,2011,Fiction
211,12.1,18.0,The Immortal Life of Henrietta Lacks,16936.0,4.7,Rebecca Skloot,Paperback,2011,Non Fiction
212,16.43,19.0,11/22/63: A Novel,3115.0,4.7,Stephen King,Hardcover,2011,Fiction
213,41.0,20.0,The Official SAT Study Guide,1526.0,4.4,The College Board,Paperback,2011,Non Fiction
214,7.53,21.0,"Jesus Calling, Padded Hardcover, with Scripture references",31196.0,4.9,Sarah Young,Hardcover,2011,Non Fiction
215,59.9,22.0,The Hunger Games Trilogy Boxed Set,27185.0,4.8,Suzanne Collins,Hardcover,2011,Fiction
216,12.0,23.0,Cutting for Stone,6790.0,4.6,Abraham Verghese,Paperback,2011,Fiction
217,10.28,24.0,Tina Fey: Bossypants,8169.0,4.3,Tina Fey,Hardcover,2011,Non Fiction
